CUSTOMER_ID,SEGMENT,INDUSTRY,COUNTRY,PLAN,MRR,SUBSCRIPTION_DURATION,CUSTOMER_STATUS,CHURN_LABEL,AVG_MONTHLY_LOGINS,AVG_TICKETS_RAISED,AVG_FEATURE_USAGE
1486,Mid-Market,Professional Services,France,Growth,870,119,Churned,1,156.25,70.5,65.082053571116073500
1487,SMB,Logistics,Australia,Enterprise,2574,1101,Active,0,1242.3,641.9,45.822563061009620500
1488,SMB,Professional Services,Germany,Growth,1005,495,Active,0,218,91,40.234575504646074000
1489,SMB,Retail,France,Enterprise,990,758,Active,0,753.111111,367.888889,51.323483088522607222
1490,SMB,Professional Services,UK,Growth,900,110,Churned,1,211,104.25,33.723005996118646750
1491,SMB,Education,Canada,Enterprise,2574,389,Active,0,981,475,75.121978020774860000
1492,SMB,Logistics,Brazil,Enterprise,1881,392,Active,0,1035,520,30.970758219605678000
1493,SMB,Healthcare,Japan,Pro,5096,1013,Active,0,491.9,245.2,49.279080111514239430
1494,SMB,Financial Services/Fintech,UK,Pro,686,648,Active,0,371.333333,178.166667,58.818657156342268667
1495,SMB,Media,Germany,Pro,931,73,Churned,1,345,177,31.992829615122086500
1496,Enterprise,Financial Services/Fintech,USA,Growth,270,294,Churned,1,146.7,76,47.020358792838394300
1497,SMB,Manufacturing,USA,Growth,315,398,Active,0,177,95,87.834862812594990000
1498,Mid-Market,Retail,France,Growth,660,628,Active,0,149.875,75.25,35.747494549181629750
1499,SMB,Education,UK,Pro,1323,673,Active,0,491,253.625,57.232695052037093500
1500,Mid-Market,Education,USA,Growth,195,1069,Active,0,203.8,98.65,54.913327455388663450
1501,SMB,Professional Services,France,Growth,465,175,Churned,1,186.5,97,36.977450162701166083
1502,SMB,Media,Singapore,Growth,960,529,Active,0,180.333333,95.666667,32.812534837338115800
1503,SMB,Healthcare,Japan,Growth,90,959,Active,0,195.176471,99.823529,47.480238818716458294
1504,SMB,Media,Australia,Growth,945,680,Active,0,154.5,77.833333,60.095982312137305167
1505,SMB,Technology,Canada,Growth,570,980,Active,0,252.933333,128.733333,54.020486216356513340
1506,SMB,Education,USA,Growth,315,424,Active,0,220,101,60.013896016490760000
1507,Enterprise,Education,France,Pro,1470,1083,Active,0,509.5,247.363636,51.989526624918064573
1508,SMB,Manufacturing,Japan,Growth,810,406,Active,0,208,110,80.065614375417780000
1509,SMB,Real Estate,Singapore,Enterprise,792,829,Active,0,774,376.285714,55.159451830074647643
1510,SMB,Financial Services/Fintech,France,Pro,7301,750,Active,0,501.090909,251,55.357685556187343364
1511,Enterprise,Technology,USA,Growth,465,243,Churned,1,203.375,94.5,49.457011449874621375
1512,SMB,Professional Services,UK,Growth,600,775,Active,0,187.875,97.125,36.660448803709146825
1513,SMB,Logistics,UK,Pro,1617,681,Active,0,546.666667,250.666667,84.536087132559976667
1514,SMB,Manufacturing,Singapore,Growth,645,934,Active,0,197.545455,96.272727,47.976627543587693364
1515,SMB,Logistics,USA,Enterprise,2475,1095,Active,0,752,366,45.929918599457486107
1516,Mid-Market,Logistics,Canada,Growth,420,630,Active,0,202,93,96.558859445507410000
1517,Enterprise,Healthcare,USA,Pro,6958,899,Active,0,518.555556,254.888889,62.744608894750007333
1518,SMB,Education,Germany,Enterprise,8316,254,Churned,1,740.875,381.125,50.007090985962958375
1519,SMB,Media,France,Pro,1519,505,Active,0,532.833333,234.5,51.574791782649773100
1520,SMB,Healthcare,Australia,Enterprise,9603,762,Active,0,986.461538,493.615385,53.814196535565815923
1521,SMB,Real Estate,France,Enterprise,7821,994,Active,0,1047.45,494.4,50.928768558711944650
1522,Mid-Market,Media,Australia,Enterprise,8019,517,Active,0,1037.333333,504.666667,21.154494073267581557
1523,SMB,Logistics,USA,Enterprise,5445,1051,Active,0,981.25,489.65,41.962763326945773265
1524,SMB,Logistics,UK,Growth,465,749,Active,0,200.555556,101.666667,24.423932653712345111
1525,Mid-Market,Education,Japan,Growth,375,1045,Active,0,190.529412,97.176471,60.733704782532451235
1526,SMB,Professional Services,USA,Growth,690,698,Active,0,248,122.75,49.324876706924043750
1527,Enterprise,Media,USA,Enterprise,9702,730,Active,0,1053,526.5,52.421751187549803125
1528,Mid-Market,Retail,UK,Growth,75,898,Active,0,145.333333,76.666667,53.030981693708735000
1529,Mid-Market,Financial Services/Fintech,UK,Growth,585,1056,Active,0,146,76.923077,40.198790101083585615
1530,SMB,Professional Services,Canada,Pro,294,124,Churned,1,519.25,254.25,52.158344995210116750
1531,Enterprise,Media,Australia,Growth,960,1034,Active,0,189.952381,100.904762,47.766299640865790714
1532,Mid-Market,Financial Services/Fintech,Brazil,Pro,6517,359,Churned,1,377.75,181.583333,58.187532986163199633
1533,SMB,Manufacturing,France,Enterprise,3663,587,Active,0,1005.857143,512.857143,42.953096809943654143
1534,SMB,Education,USA,Pro,2989,569,Active,0,509.666667,260.333333,55.888806761200190167
1535,SMB,Financial Services/Fintech,Germany,Pro,2499,899,Active,0,387.125,187.9375,52.424108994239319769
1536,Enterprise,Media,India,Pro,5635,873,Active,0,483.642857,251.785714,44.965438592073595879
1537,Enterprise,Real Estate,Singapore,Pro,3430,85,Churned,1,544.333333,225.666667,59.628589894896266667
1538,Enterprise,Real Estate,UK,Growth,135,83,Churned,1,201,108,33.060676233192166000
1539,Mid-Market,Education,UK,Growth,105,658,Active,0,238,110,44.784047398705240000
1540,SMB,Healthcare,India,Growth,150,682,Active,0,184,109,47.234801417481300000
1541,SMB,Healthcare,France,Pro,5488,437,Active,0,490,260,24.937996148659280000
1542,SMB,Real Estate,Canada,Pro,5145,579,Active,0,353.2,193.4,68.829872101442797000
1543,SMB,Healthcare,USA,Growth,330,62,Churned,1,174.5,95,57.090068951332165000
1544,SMB,Media,Germany,Pro,6566,1025,Active,0,396.076923,186.461538,33.867166859997255462
1545,Enterprise,Real Estate,USA,Growth,435,148,Churned,1,181.25,105.75,76.149828096401113750
1546,Enterprise,Financial Services/Fintech,USA,Growth,795,561,Active,0,183,88,54.862564153537990000
1547,SMB,Education,UK,Growth,1005,438,Active,0,198,100,86.264210341520100000
1548,Mid-Market,Manufacturing,UK,Pro,1225,467,Active,0,475,250,76.554397343686820000
1549,SMB,Financial Services/Fintech,Canada,Pro,4998,791,Active,0,634.454545,313.545455,42.335132804574668455
1550,SMB,Financial Services/Fintech,UK,Growth,285,413,Active,0,191,94,12.934305138336565000
1551,Mid-Market,Retail,USA,Pro,6125,621,Active,0,535,252.666667,44.904340937128323833
1552,SMB,Logistics,USA,Growth,705,447,Active,0,201,120,92.187662018277920000
1553,Enterprise,Education,USA,Enterprise,7623,937,Active,0,960.5625,480.1875,60.047149628429814500
1554,Mid-Market,Real Estate,UK,Growth,1020,757,Active,0,144.333333,72.444444,53.133861240582768944
1555,Mid-Market,Professional Services,USA,Enterprise,3861,488,Active,0,1017,494,72.567122593146380000
1556,SMB,Media,USA,Pro,4214,1105,Active,0,615.55,318.25,59.688933761579600000
1557,SMB,Retail,Canada,Pro,6468,740,Active,0,512.833333,247.666667,46.846608240815967667
1558,SMB,Real Estate,USA,Pro,4361,198,Churned,1,490.833333,243.333333,67.238105902674596667
1559,Mid-Market,Manufacturing,USA,Growth,780,415,Active,0,213,117,39.200195578912300000
1560,Enterprise,Logistics,India,Pro,6958,192,Churned,1,530.166667,246,37.536041206718530167
1561,SMB,Financial Services/Fintech,Canada,Growth,420,692,Active,0,220,110,98.787891251146430000
1562,Mid-Market,Professional Services,India,Growth,330,224,Churned,1,245.285714,123.571429,39.858160206919646357
1563,SMB,Healthcare,Canada,Pro,7252,758,Active,0,486.583333,240.583333,61.708465570561912667
1564,SMB,Professional Services,Singapore,Growth,750,229,Churned,1,190.714286,99.142857,23.232335920671451200
1565,Mid-Market,Media,USA,Growth,990,711,Active,0,209.833333,100.333333,45.587832872698138667
1566,Mid-Market,Logistics,Australia,Enterprise,792,666,Active,0,965.5,521.25,66.890666661830636000
1567,SMB,Logistics,Canada,Enterprise,9207,427,Active,0,940,546,45.516660843963010000
1568,SMB,Healthcare,Singapore,Pro,3920,637,Active,0,507.428571,246,50.707670944269665143
1569,SMB,Financial Services/Fintech,UK,Enterprise,6237,611,Active,0,1106,499.8,60.745081819387415400
1570,SMB,Manufacturing,India,Enterprise,6930,216,Churned,1,776.571429,393.142857,37.897408009614885000
1571,Enterprise,Financial Services/Fintech,Australia,Pro,2156,477,Active,0,518,244,7.236263380770191500
1572,SMB,Media,Germany,Enterprise,5841,836,Active,0,743.75,377.75,49.213149770632764250
1573,SMB,Manufacturing,Singapore,Growth,720,949,Active,0,198,100.285714,58.523662885590019750
1574,SMB,Financial Services/Fintech,Brazil,Pro,3871,181,Churned,1,495.5,254.5,33.599179378348500167
1575,Enterprise,Logistics,France,Growth,390,975,Active,0,190.5,98.8,50.011370745770406085
1576,Mid-Market,Technology,UK,Pro,4067,1083,Active,0,497.086957,245.304348,42.882772871299800196
1577,Mid-Market,Retail,USA,Enterprise,5643,1057,Active,0,740.333333,375.428571,50.763380297922172952
1578,SMB,Manufacturing,UK,Growth,885,760,Active,0,184.3,98,42.429852281743631920
1579,Enterprise,Technology,USA,Pro,2597,355,Churned,1,497,254.083333,58.074224343923780417
1580,SMB,Real Estate,USA,Enterprise,3960,122,Churned,1,984,499.25,79.133927013309092500
1581,Mid-Market,Real Estate,Australia,Enterprise,6930,748,Active,0,944.25,496.75,46.194375639410120075
1582,Enterprise,Financial Services/Fintech,India,Growth,735,763,Active,0,197.666667,96.333333,50.781280403350293333
1583,SMB,Healthcare,USA,Enterprise,8415,1050,Active,0,761,365.333333,41.610398989065074775
1584,SMB,Financial Services/Fintech,Australia,Growth,405,679,Active,0,204,110,14.360565614551312000
1585,SMB,Healthcare,UK,Pro,5047,1045,Active,0,493.75,247.333333,47.263815776226571250
1586,SMB,Financial Services/Fintech,Singapore,Growth,510,849,Active,0,236.75,130.75,64.882779322861183500
1587,SMB,Professional Services,USA,Growth,615,522,Active,0,233,112,96.579639785919700000
1588,Enterprise,Media,Australia,Growth,150,1045,Active,0,152.764706,78.176471,44.660329244311288412
1589,SMB,Retail,Brazil,Growth,510,464,Active,0,153,106,26.121844120441740000
1590,SMB,Healthcare,UK,Pro,1127,205,Churned,1,461,254,40.916259460095674000
1591,Enterprise,Media,France,Growth,915,720,Active,0,250.6,129.2,60.337305468678049200
1592,Enterprise,Professional Services,Singapore,Enterprise,1980,746,Active,0,1000.2,493.6,60.826471140883501800
1593,SMB,Real Estate,USA,Enterprise,9801,785,Active,0,959.8,531.6,58.620821309635831200
1594,SMB,Financial Services/Fintech,Brazil,Pro,5978,787,Active,0,628.5,301.25,56.162730685393789000
1595,SMB,Education,India,Growth,510,436,Active,0,218,102,27.954732753950240000
1596,SMB,Media,USA,Pro,539,1001,Active,0,512.157895,251.263158,49.943580253106447289
1597,SMB,Financial Services/Fintech,UK,Growth,375,877,Active,0,195.214286,97.428571,42.835928013162233286
1598,SMB,Real Estate,Australia,Growth,930,464,Active,0,213,79,21.791621777938907000
1599,SMB,Healthcare,Singapore,Enterprise,3663,908,Active,0,978.333333,502.666667,59.896901211630855800
1600,SMB,Media,USA,Growth,165,775,Active,0,251.5,122.4,39.558287621486129600
1601,SMB,Manufacturing,France,Enterprise,4356,945,Active,0,1029.071429,522.214286,52.227402020279641786
1602,SMB,Financial Services/Fintech,USA,Growth,660,791,Active,0,147.75,71.125,57.531358609917309000
1603,SMB,Media,India,Growth,975,770,Active,0,217.666667,106.333333,70.414857453225577833
1604,SMB,Logistics,Germany,Growth,945,518,Active,0,203,106,24.396212120286698000
1605,SMB,Professional Services,Canada,Pro,4606,286,Churned,1,490.444444,251.222222,43.743536645701944667
1606,Mid-Market,Technology,Australia,Growth,915,155,Churned,1,182.2,105.6,57.703877317794978800
1607,SMB,Healthcare,Singapore,Growth,840,801,Active,0,200.529412,102.235294,45.299488843224429412
1608,Mid-Market,Retail,UK,Pro,2940,247,Churned,1,360.25,184.25,43.930834628991747250
1609,SMB,Retail,France,Enterprise,1386,1021,Active,0,742.454545,376.454545,49.001010886987087818
1610,SMB,Professional Services,USA,Pro,3332,909,Active,0,465.5,242.5,39.248471074281006100
1611,SMB,Manufacturing,Germany,Growth,405,394,Active,0,181,115,74.394680116892330000
1612,SMB,Manufacturing,France,Growth,885,1038,Active,0,201.285714,97,53.885080890390272524
1613,Mid-Market,Education,UK,Pro,4116,540,Active,0,497.25,251,69.181130734997613500
1614,SMB,Education,France,Pro,4263,685,Active,0,486.625,259.75,44.715582189328254000
1615,SMB,Technology,Australia,Enterprise,1188,379,Active,0,1100,561,87.230081411660620000
1616,SMB,Technology,Japan,Pro,588,364,Churned,1,353.416667,184.833333,47.252848480345946333
1617,Enterprise,Education,USA,Growth,450,576,Active,0,177,104,10.542892138390314000
1618,Mid-Market,Professional Services,USA,Growth,780,942,Active,0,207.416667,93.5,55.280753965463642083
1619,Mid-Market,Real Estate,India,Pro,5292,980,Active,0,493.916667,248,61.975165038945095317
1620,SMB,Healthcare,India,Growth,975,1060,Active,0,247.285714,115,55.935587704634074500
1621,Enterprise,Logistics,Canada,Enterprise,9108,404,Active,0,996,529,95.079183844723800000
1622,Enterprise,Education,Japan,Growth,465,821,Active,0,203.928571,96,44.167376799980296857
1623,SMB,Manufacturing,Germany,Pro,5733,483,Active,0,488,276,66.263697589369323000
1624,SMB,Healthcare,Brazil,Growth,360,952,Active,0,204.25,98.8125,56.970752720257122144
1625,SMB,Real Estate,Canada,Growth,690,542,Active,0,225,113,90.540938930609240000
1626,SMB,Technology,USA,Pro,1519,1047,Active,0,618.6875,317.75,32.451711208639261219
1627,SMB,Financial Services/Fintech,UK,Pro,6027,988,Active,0,477.583333,251.166667,61.739666171284369417
1628,SMB,Professional Services,Brazil,Growth,930,868,Active,0,205,100.285714,56.808706649701096571
1629,Enterprise,Manufacturing,UK,Growth,75,839,Active,0,241.4,136.6,52.805568280894284280
1630,SMB,Retail,Japan,Pro,4704,175,Churned,1,386,190.833333,57.947114727757409400
1631,Mid-Market,Retail,France,Enterprise,4950,866,Active,0,944,541.833333,52.847523051848037167
1632,SMB,Technology,UK,Growth,750,543,Active,0,221,112,81.830557027005740000
1633,Mid-Market,Financial Services/Fintech,Canada,Pro,1225,653,Active,0,653.333333,318.333333,61.415914038950370000
1634,SMB,Manufacturing,Australia,Growth,480,146,Churned,1,248.6,128.8,24.385815654489569000
1635,SMB,Professional Services,Germany,Pro,5586,668,Active,0,483,221,39.773032283067290000
1636,SMB,Technology,USA,Pro,6713,95,Churned,1,486.25,243.5,36.506777579749904000
1637,SMB,Real Estate,Japan,Growth,885,544,Active,0,179,92,22.098825649914280000
1638,Enterprise,Retail,Australia,Pro,6027,311,Churned,1,612.7,315.8,45.382303867660351100
1639,SMB,Media,Japan,Growth,570,1003,Active,0,194.555556,93.333333,38.617716670625674556
1640,SMB,Logistics,Australia,Growth,930,695,Active,0,189,110,90.910194530415080000
1641,SMB,Healthcare,UK,Pro,1029,810,Active,0,503.5,263,37.149581522866633675
1642,Enterprise,Education,Australia,Growth,945,525,Active,0,204,119,86.850272159821770000
1643,SMB,Real Estate,India,Pro,3528,848,Active,0,369.636364,182.454545,41.158600541152960536
1644,SMB,Professional Services,UK,Growth,180,896,Active,0,245,123.363636,36.824450119245443273
1645,SMB,Media,Japan,Pro,2009,666,Active,0,597,309.5,38.734117196591517500
1646,SMB,Professional Services,Canada,Growth,255,1085,Active,0,201.8,97.666667,49.088206959696391133
1647,Enterprise,Retail,Japan,Growth,810,1025,Active,0,155.666667,73.5,60.081652355949382500
1648,SMB,Real Estate,Singapore,Pro,7301,607,Active,0,442,254,70.659511596333460000
1649,Mid-Market,Technology,France,Growth,675,740,Active,0,212.5,99.5,65.126887669134090000
1650,SMB,Retail,Canada,Enterprise,2277,890,Active,0,1031.375,488.125,50.966384744547550313
1651,SMB,Manufacturing,Australia,Pro,5831,313,Churned,1,512.1,241.4,56.141948241009802600
1652,SMB,Manufacturing,India,Growth,165,706,Active,0,180,99,39.678333340439146000
1653,SMB,Logistics,Canada,Enterprise,4653,624,Active,0,1089,584,20.616872591750900000
1654,SMB,Healthcare,France,Growth,645,605,Active,0,189,98,24.461848492139392000
1655,SMB,Financial Services/Fintech,France,Growth,255,287,Churned,1,140.5,76.8,48.870707759451011950
1656,SMB,Education,Canada,Growth,150,189,Churned,1,207.666667,103.666667,50.817921946929899333
1657,SMB,Technology,Canada,Enterprise,1881,801,Active,0,950.625,501.875,45.556047240963572875
1658,SMB,Media,USA,Pro,5978,763,Active,0,650.5,333.333333,47.539360768223550800
1659,Mid-Market,Education,USA,Pro,7203,1054,Active,0,605.666667,311.2,54.078587540183033133
1660,Mid-Market,Logistics,Singapore,Pro,3332,459,Active,0,527,234,29.039165366993480000
1661,SMB,Real Estate,India,Pro,5880,208,Churned,1,492.285714,242.285714,57.983736614957012571
1662,SMB,Financial Services/Fintech,USA,Pro,882,686,Active,0,482.545455,254.181818,45.324412254326135909
1663,SMB,Professional Services,India,Growth,1005,337,Churned,1,198.272727,104,52.778206590774845364
1664,Enterprise,Healthcare,USA,Growth,510,857,Active,0,213.333333,94.666667,69.950716116575492667
1665,Mid-Market,Education,Canada,Growth,450,529,Active,0,242,110,97.886329182322330000
1666,SMB,Education,USA,Enterprise,4752,898,Active,0,724.846154,378.153846,57.838834599889410263
1667,SMB,Healthcare,Japan,Pro,3479,220,Churned,1,471.714286,256,56.181935675164126143
1668,SMB,Education,Brazil,Pro,5831,442,Active,0,498.125,258.5,41.436366533423003625
1669,SMB,Media,Australia,Growth,90,835,Active,0,253.210526,129.789474,51.182883637550482842
1670,Mid-Market,Financial Services/Fintech,UK,Growth,165,746,Active,0,203.266667,97.666667,63.427729461697044533
1671,SMB,Retail,Canada,Enterprise,4950,699,Active,0,991,490.666667,47.695023864026874000
1672,Enterprise,Real Estate,France,Growth,630,1066,Active,0,201.434783,100.956522,55.432144590632777087
1673,SMB,Healthcare,USA,Pro,6468,873,Active,0,516.8125,242.625,62.422824030215344375
1674,SMB,Healthcare,UK,Growth,180,450,Active,0,231,112,69.369903735625190000
1675,SMB,Professional Services,France,Pro,735,778,Active,0,469.454545,239.818182,38.395578370198397273
1676,SMB,Logistics,UK,Pro,3283,1070,Active,0,614.842105,306.315789,47.653112882036417421
1677,Enterprise,Logistics,USA,Pro,7350,967,Active,0,373.866667,178.6,54.381281639059563667
1678,SMB,Education,Canada,Growth,360,412,Active,0,211,94,74.613909658111400000
1679,SMB,Healthcare,France,Pro,7252,181,Churned,1,487.166667,239.166667,43.623099385298773000
1680,Mid-Market,Education,Brazil,Growth,660,869,Active,0,198,98.8,49.202791208595548467
1681,SMB,Manufacturing,USA,Enterprise,9009,425,Active,0,850,489,64.435586025655030000
1682,SMB,Professional Services,Canada,Pro,2107,818,Active,0,500.692308,257.384615,60.694848361731773418
1683,Enterprise,Education,UK,Growth,150,838,Active,0,237.692308,121.153846,50.894742716990902692
1684,SMB,Manufacturing,USA,Pro,2597,587,Active,0,533.333333,260.666667,73.586999513290360000
1685,SMB,Technology,Australia,Pro,5488,395,Active,0,441,239,3.946016309382005500
1686,Enterprise,Logistics,USA,Enterprise,792,623,Active,0,1014.714286,501.571429,43.791005190193970429
1687,SMB,Financial Services/Fintech,USA,Growth,645,216,Churned,1,138.714286,78.428571,63.630680285940281000
1688,SMB,Logistics,France,Growth,90,435,Active,0,181,105,53.128516779661325000
1689,SMB,Retail,Canada,Enterprise,8316,1097,Active,0,978.181818,486.181818,49.237002695417143159
1690,SMB,Professional Services,Brazil,Enterprise,2277,541,Active,0,877.333333,483,61.713208594521807333
1691,Enterprise,Professional Services,UK,Growth,795,329,Churned,1,202.8,95.2,57.639725451567886300
1692,SMB,Healthcare,Canada,Growth,135,127,Churned,1,210.75,98.5,42.597246120520532500
1693,SMB,Education,UK,Growth,750,550,Active,0,190,112,96.140613409871650000
1694,SMB,Technology,USA,Growth,645,178,Churned,1,196.833333,107.666667,49.381706076800089000
1695,SMB,Retail,Japan,Growth,990,952,Active,0,201.5,98.222222,51.525246517552191333
1696,SMB,Education,France,Growth,390,1086,Active,0,203.190476,102.333333,44.741283795624463710
1697,SMB,Retail,UK,Enterprise,9405,55,Churned,1,1476,643.5,76.279917602292285000
1698,Mid-Market,Healthcare,Germany,Growth,1050,613,Active,0,180,101,2.434050582479818600
1699,SMB,Healthcare,Japan,Pro,5782,1096,Active,0,379.6875,187.5625,47.681921890700880625
1700,Mid-Market,Logistics,USA,Pro,2254,824,Active,0,605.666667,334.333333,61.539916248932179500
1701,SMB,Real Estate,USA,Pro,6419,805,Active,0,508,236.8,51.777215976576521000
1702,SMB,Logistics,USA,Pro,2499,1024,Active,0,388.545455,181.818182,38.233804382277344682
1703,SMB,Professional Services,India,Pro,4508,897,Active,0,634.333333,333.333333,44.896572530120690950
1704,SMB,Professional Services,USA,Enterprise,9405,962,Active,0,1156.142857,610.571429,68.415856027021863571
1705,SMB,Technology,UK,Pro,735,447,Active,0,476,253,44.329495953914860000
1706,SMB,Financial Services/Fintech,Canada,Growth,435,637,Active,0,196,102.166667,50.984612892578307000
1707,SMB,Manufacturing,Australia,Growth,600,808,Active,0,191.454545,102.363636,50.525759816385828636
1708,Mid-Market,Manufacturing,India,Enterprise,6039,681,Active,0,1226.8,601,43.579935668731443500
1709,SMB,Education,UK,Pro,7007,424,Active,0,505,249,89.982258736903090000
1710,Enterprise,Healthcare,Canada,Enterprise,7524,735,Active,0,772.5,372.4,43.280141369290306800
1711,SMB,Media,Japan,Growth,855,432,Active,0,193,109,75.135833742675590000
1712,Enterprise,Healthcare,USA,Growth,405,456,Active,0,230,114,61.467437008289450000
1713,SMB,Media,USA,Growth,495,810,Active,0,197.583333,100.333333,33.239438336643624507
1714,Enterprise,Healthcare,Germany,Growth,210,211,Churned,1,200.571429,103.285714,50.820371202524192429
1715,SMB,Manufacturing,France,Pro,1519,542,Active,0,583,269,45.570914474824600000
1716,SMB,Financial Services/Fintech,UK,Enterprise,6633,542,Active,0,922,523,15.432786222320837000
1717,Enterprise,Financial Services/Fintech,USA,Pro,5733,640,Active,0,528.666667,260.333333,46.686520979051278000
1718,SMB,Logistics,France,Growth,840,1045,Active,0,152.666667,72.666667,45.209167562627824800
1719,SMB,Logistics,Germany,Pro,3038,1063,Active,0,485.928571,246.785714,35.091983850258584450
1720,Mid-Market,Technology,Singapore,Pro,6027,833,Active,0,382.6,177.2,44.104040301481604180
1721,SMB,Media,India,Pro,7203,240,Churned,1,495.25,235.125,68.399978130803956625
1722,SMB,Media,USA,Pro,6468,230,Churned,1,356.714286,175.142857,47.916240988521167857
1723,SMB,Media,India,Pro,4557,647,Active,0,418,256,50.996581382472414000
1724,Mid-Market,Logistics,USA,Growth,180,564,Active,0,233,88,5.040121727586500000
1725,SMB,Healthcare,India,Pro,7105,725,Active,0,513.4,246.4,51.143997952009824400
1726,Enterprise,Real Estate,France,Pro,4851,732,Active,0,500.75,253,48.242387521440035500
1727,Mid-Market,Logistics,Australia,Growth,510,280,Churned,1,149.111111,71.777778,41.870892554640945556
1728,Mid-Market,Manufacturing,Australia,Growth,645,800,Active,0,150.625,73.75,41.866727791169173875
1729,SMB,Professional Services,USA,Growth,795,632,Active,0,277,108.5,40.663129172277189500
1730,Enterprise,Education,USA,Growth,1005,422,Active,0,205,92,7.592787169346716000
1731,SMB,Real Estate,UK,Enterprise,594,1020,Active,0,986.35,490.25,44.021505461510350235
1732,Enterprise,Healthcare,India,Growth,195,1069,Active,0,251.25,118.65,48.595722304687932700
1733,SMB,Healthcare,Canada,Growth,720,512,Active,0,216,116,88.700423432615990000
1734,Mid-Market,Education,USA,Growth,960,385,Active,0,192,96,26.493921373243335000
1735,SMB,Media,India,Growth,900,643,Active,0,193.25,91.25,50.914818098955729625
1736,SMB,Manufacturing,USA,Pro,1715,1028,Active,0,501.1,254.3,57.716508703596171775
1737,SMB,Media,India,Pro,6713,446,Active,0,510,232,99.122852608599100000
1738,SMB,Media,Canada,Growth,285,722,Active,0,197,96.777778,47.526007275186062667
1739,SMB,Professional Services,Canada,Enterprise,8613,1060,Active,0,1019.578947,492.052632,38.623281043602504516
1740,SMB,Professional Services,USA,Growth,660,899,Active,0,201.615385,98.461538,53.638435773430221538
1741,SMB,Financial Services/Fintech,Singapore,Pro,4312,180,Churned,1,591.333333,327.666667,54.984547146931297467
1742,SMB,Retail,USA,Enterprise,6237,684,Active,0,797,573,92.696521738811650000
1743,SMB,Retail,USA,Pro,3381,895,Active,0,515,241.714286,36.509490661287376107
1744,SMB,Logistics,Australia,Enterprise,2475,529,Active,0,1002,528,31.268870416973060000
1745,Mid-Market,Media,India,Enterprise,990,563,Active,0,1107,478.5,60.739738340893860000
1746,Enterprise,Education,USA,Enterprise,7326,270,Churned,1,950.666667,492.444444,43.991708320725600078
1747,SMB,Media,France,Growth,615,1102,Active,0,248.923077,125.730769,47.444832589469066408
1748,SMB,Manufacturing,France,Pro,6909,956,Active,0,498.315789,254.473684,51.025590415593124084
1749,SMB,Technology,Australia,Enterprise,1980,657,Active,0,1027.5,476.625,54.998459139792323625
1750,Mid-Market,Education,Canada,Enterprise,2871,731,Active,0,1176.111111,622.333333,52.302371113896460067
1751,Mid-Market,Retail,UK,Enterprise,9405,907,Active,0,1027.071429,520.285714,53.232523935827247143
1752,SMB,Real Estate,UK,Enterprise,8118,797,Active,0,1203.444444,599.555556,53.923268623720465333
1753,SMB,Financial Services/Fintech,Germany,Pro,1421,860,Active,0,489.6,259.6,66.683585763240434900
1754,Mid-Market,Financial Services/Fintech,USA,Growth,705,587,Active,0,231,92,71.531767015017700000
1755,SMB,Logistics,Australia,Growth,1020,1028,Active,0,205.2,99.8,50.270410407959681453
1756,SMB,Media,USA,Growth,255,880,Active,0,199.777778,99.333333,64.156516336136556667
1757,SMB,Education,Canada,Growth,660,447,Active,0,233,114,86.643498369547530000
1758,SMB,Manufacturing,Australia,Growth,825,631,Active,0,144.5,69.666667,47.731722399172968500
1759,SMB,Real Estate,Singapore,Growth,690,866,Active,0,203.461538,101.384615,41.993866112724084885
1760,Mid-Market,Logistics,Australia,Growth,645,1090,Active,0,198.842105,101.210526,40.780875714990521526
1761,Enterprise,Healthcare,USA,Enterprise,8811,435,Active,0,1077,545,84.016368882361290000
1762,SMB,Logistics,USA,Growth,570,913,Active,0,203.0625,101.875,45.484197681918837875
1763,Enterprise,Healthcare,Australia,Growth,675,294,Churned,1,213.666667,103.222222,64.665308768598187000
1764,Mid-Market,Retail,Canada,Pro,4851,100,Churned,1,488,234.333333,33.707644711982747000
1765,SMB,Manufacturing,Germany,Enterprise,8712,961,Active,0,1279.692308,621.615385,40.103104270979022308
1766,Enterprise,Healthcare,Canada,Growth,105,448,Active,0,193,103,13.450564140197530000
1767,Mid-Market,Professional Services,India,Growth,210,866,Active,0,191.428571,96.714286,42.824027038015656657
1768,SMB,Manufacturing,Japan,Growth,825,708,Active,0,187.714286,104.428571,45.764889003014396857
1769,Enterprise,Media,USA,Growth,510,1014,Active,0,150.625,74.25,47.204560563488775625
1770,Mid-Market,Media,France,Growth,225,708,Active,0,208,103.25,34.295811182422723500
1771,Mid-Market,Logistics,USA,Pro,3822,392,Active,0,505,231,38.882936258348400000
1772,Enterprise,Retail,UK,Enterprise,9405,101,Churned,1,1032.5,446.5,47.500127301648729000
1773,SMB,Healthcare,Canada,Pro,5733,987,Active,0,498.368421,252.315789,46.460931257817251316
1774,Mid-Market,Media,Germany,Growth,480,31,Churned,1,230,88,2.689176853128816300
1775,Mid-Market,Technology,UK,Growth,75,803,Active,0,179,110,78.522192544871170000
1776,SMB,Technology,India,Growth,660,898,Active,0,206.25,92,31.500548075306938000
1777,SMB,Healthcare,UK,Growth,375,463,Active,0,192,108,25.323452437933557000
