customer_id,company_name,segment,industry,country,company_size
1022,NagelInc,SMB,Retail,USA,67
1023,AdvancedServices,Mid-Market,Technology,USA,478
1024,GlobalSystems,Mid-Market,Financial Services/Fintech,Australia,184
1025,RevoxLabs,SMB,Healthcare,USA,47
1026,DigitalServices,Enterprise,Retail,Australia,4706
1027,CeltixSolutions,Mid-Market,Technology,Brazil,244
1028,TechSolutions,SMB,Manufacturing,Singapore,91
1029,SwellerSolutions,SMB,Education,Australia,82
1030,LacerInnovations,Enterprise,Retail,Singapore,3992
1031,DigitalTechnologies,SMB,Logistics,USA,78
1032,PractoCorp,SMB,Professional Services,Canada,70
1033,HelixDynamics,SMB,Professional Services,UK,72
1034,DigitalLabs,SMB,Manufacturing,UK,54
1035,UpstoxServices,SMB,Technology,USA,20
1036,RadexInnovations,SMB,Real Estate,Singapore,51
1037,LogixGroup,Enterprise,Financial Services/Fintech,France,2955
1038,HelixInc,SMB,Retail,Germany,91
1039,DigitalGroup,Mid-Market,Media,USA,440
1040,TigerServices,Mid-Market,Logistics,UK,298
1041,LogixServices,Mid-Market,Logistics,Japan,291
1042,GlobalTechnologies,Enterprise,Healthcare,Australia,1504
1043,BartSolutions,SMB,Logistics,Australia,56
1044,LogixServices,SMB,Professional Services,Singapore,88
1045,PractoTechnologies,SMB,Financial Services/Fintech,Australia,48
1046,BartDynamics,Enterprise,Manufacturing,Australia,1687
1047,GlobalGroup,Enterprise,Logistics,UK,3661
1048,SwellerSystems,SMB,Media,UK,41
1049,LacerDynamics,Mid-Market,Retail,Germany,456
1050,AdvancedInnovations,SMB,Technology,UK,100
1051,MinexGroup,SMB,Financial Services/Fintech,Australia,70
1052,RadexCorp,Mid-Market,Healthcare,USA,279
1053,CoinbaseSystems,SMB,Logistics,USA,51
1054,SwellerLabs,SMB,Professional Services,Canada,85
1055,CoinbaseSystems,Mid-Market,Real Estate,USA,180
1056,OnyxSystems,Mid-Market,Education,Singapore,351
1057,GintarGroup,SMB,Technology,UK,45
1058,MinexDynamics,SMB,Media,Australia,66
1059,GintarInc,SMB,Retail,USA,29
1060,ProSystems,SMB,Healthcare,USA,34
1061,GintarDynamics,Mid-Market,Manufacturing,UK,170
1062,DigitalServices,SMB,Education,Singapore,43
1063,GenpaxGroup,SMB,Retail,UK,88
1064,BartCorp,SMB,Financial Services/Fintech,India,45
1065,TechDynamics,Enterprise,Real Estate,USA,3007
1066,EulogCorp,SMB,Manufacturing,USA,49
1067,CeltixInnovations,SMB,Retail,France,54
1068,EulogCorp,SMB,Retail,Canada,95
1069,TexInnovations,SMB,Real Estate,Canada,49
1070,IannisInc,SMB,Education,USA,11
1071,HelixServices,SMB,Retail,USA,68
1072,QestarLabs,Mid-Market,Manufacturing,Canada,358
1073,OnyxTechnologies,Mid-Market,Technology,India,280
1074,UpstoxCorp,Mid-Market,Retail,USA,211
1075,NagelDynamics,SMB,Retail,Japan,31
1076,MinexGroup,SMB,Retail,USA,62
1077,CoinbaseCorp,SMB,Professional Services,Canada,63
1078,TechSolutions,SMB,Manufacturing,USA,90
1079,ProDynamics,SMB,Healthcare,UK,11
1080,CeltixGroup,Mid-Market,Retail,USA,145
1081,GintarInc,SMB,Financial Services/Fintech,USA,40
1082,SwellerInnovations,SMB,Real Estate,Japan,34
1083,DatadexSystems,SMB,Real Estate,France,54
1084,TigerSystems,SMB,Professional Services,Germany,74
1085,NagelLabs,Enterprise,Media,USA,2180
1086,UpstoxLabs,SMB,Financial Services/Fintech,Japan,84
1087,ProDynamics,Enterprise,Financial Services/Fintech,Canada,4606
1088,EliteDynamics,SMB,Manufacturing,India,51
1089,OnyxGroup,Enterprise,Education,USA,724
1090,KraftServices,SMB,Technology,USA,74
1091,DatadexDynamics,Enterprise,Manufacturing,Brazil,4917
1092,CoinbaseGroup,SMB,Retail,UK,90
1093,NextGroup,SMB,Professional Services,Singapore,87
1094,GenpaxSystems,SMB,Real Estate,UK,82
1095,PractoCorp,SMB,Healthcare,Canada,83
1096,ProServices,SMB,Professional Services,India,94
1097,UpstoxInc,SMB,Media,Australia,27
1098,GenpaxSystems,SMB,Logistics,Germany,35
1099,OnyxInnovations,SMB,Retail,USA,52
1100,AdvancedSolutions,Mid-Market,Professional Services,USA,366
1101,BartServices,SMB,Manufacturing,USA,23
1102,CoinbaseInnovations,SMB,Media,Canada,36
1103,NextInnovations,Enterprise,Education,India,1464
1104,NextCorp,Enterprise,Manufacturing,UK,2850
1105,EliteLabs,Enterprise,Media,Australia,965
1106,PractoServices,Mid-Market,Manufacturing,India,363
1107,OnyxSolutions,SMB,Real Estate,USA,18
1108,GintarLabs,Enterprise,Manufacturing,Singapore,1484
1109,RadexGroup,SMB,Technology,Japan,82
1110,RadexInnovations,SMB,Retail,USA,78
1111,AnatolyTechnologies,Mid-Market,Healthcare,USA,299
1112,IannisInc,SMB,Retail,USA,35
1113,SwellerTechnologies,SMB,Healthcare,France,77
1114,RadexServices,SMB,Healthcare,USA,96
1115,GlobalLabs,SMB,Healthcare,Germany,72
1116,TechCorp,SMB,Technology,UK,80
1117,CoinbaseTechnologies,SMB,Real Estate,India,80
1118,KraftSystems,SMB,Logistics,India,81
1119,DatadexSolutions,SMB,Professional Services,Japan,51
1120,QestarLabs,SMB,Retail,USA,51
1121,CloudLabs,SMB,Manufacturing,USA,73
1122,MinexGroup,Enterprise,Media,USA,1489
1123,JenixCorp,SMB,Professional Services,UK,26
1124,PractoGroup,Enterprise,Healthcare,Canada,3489
1125,UpstoxDynamics,SMB,Healthcare,Japan,12
1126,TechLabs,SMB,Real Estate,India,62
1127,NextTechnologies,SMB,Financial Services/Fintech,USA,57
1128,CloudSystems,SMB,Financial Services/Fintech,France,54
1129,CloudSystems,SMB,Professional Services,USA,66
1130,ProDynamics,SMB,Technology,USA,49
1131,QestarLabs,SMB,Manufacturing,India,35
1132,AnatolyCorp,SMB,Retail,Brazil,36
1133,GenpaxInc,SMB,Logistics,USA,61
1134,PrimeServices,Enterprise,Education,India,3254
1135,UpstoxInc,SMB,Education,India,29
1136,EulogDynamics,Mid-Market,Logistics,USA,183
1137,AdvancedCorp,Mid-Market,Technology,USA,184
1138,UpstoxInc,SMB,Education,France,91
1139,BartCorp,Enterprise,Logistics,India,2982
1140,CloudTechnologies,Enterprise,Retail,UK,3502
1141,LacerLabs,SMB,Healthcare,USA,87
1142,EulogTechnologies,Mid-Market,Education,Australia,486
1143,NagelServices,Mid-Market,Manufacturing,Germany,396
1144,CeltixInc,SMB,Manufacturing,Canada,91
1145,UpstoxDynamics,SMB,Manufacturing,USA,81
1146,LogixInnovations,Enterprise,Healthcare,India,4520
1147,NagelTechnologies,Mid-Market,Real Estate,Australia,424
1148,LacerTechnologies,SMB,Healthcare,India,26
1149,EulogSolutions,SMB,Healthcare,Japan,40
1150,TexSystems,Enterprise,Healthcare,India,3529
1151,SmartCorp,SMB,Professional Services,Japan,42
1152,AdvancedGroup,Mid-Market,Financial Services/Fintech,Japan,304
1153,IannisInnovations,SMB,Retail,Australia,18
1154,JenixInnovations,SMB,Professional Services,Germany,14
1155,CloudServices,SMB,Manufacturing,Germany,20
1156,BartInnovations,SMB,Technology,Australia,52
1157,UpstoxServices,SMB,Real Estate,USA,82
1158,BartDynamics,SMB,Financial Services/Fintech,UK,25
1159,NextDynamics,SMB,Logistics,USA,44
1160,OnyxCorp,SMB,Technology,UK,84
1161,TechGroup,Mid-Market,Technology,USA,214
1162,TigerServices,SMB,Technology,Japan,87
1163,RadexSystems,SMB,Real Estate,Canada,98
1164,OnyxSolutions,SMB,Media,USA,17
1165,ProInc,SMB,Education,Australia,13
1166,IannisDynamics,Enterprise,Logistics,USA,1564
1167,TechInc,Mid-Market,Education,India,131
1168,BartGroup,SMB,Education,UK,83
1169,MinexTechnologies,Mid-Market,Healthcare,UK,390
1170,EulogTechnologies,SMB,Financial Services/Fintech,India,46
1171,CeltixServices,SMB,Logistics,Australia,43
1172,GlobalGroup,SMB,Manufacturing,Singapore,93
1173,QestarGroup,Mid-Market,Manufacturing,UK,157
1174,LacerTechnologies,SMB,Logistics,UK,88
1175,LacerServices,Enterprise,Professional Services,Canada,4098
1176,MinexTechnologies,SMB,Financial Services/Fintech,USA,51
1177,ProServices,SMB,Media,USA,65
1178,JenixSystems,Enterprise,Financial Services/Fintech,USA,3889
1179,CloudCorp,SMB,Healthcare,India,11
1180,FraxGroup,Mid-Market,Manufacturing,France,175
1181,CeltixServices,Mid-Market,Retail,USA,189
1182,CeltixCorp,Enterprise,Manufacturing,USA,4016
1183,EulogInnovations,SMB,Professional Services,Japan,40
1184,SwellerInc,SMB,Media,USA,14
1185,CoinbaseGroup,Mid-Market,Financial Services/Fintech,Canada,279
1186,GintarSystems,SMB,Technology,Canada,50
1187,MinexSystems,SMB,Manufacturing,Germany,79
1188,DigitalGroup,SMB,Healthcare,USA,30
1189,HelixInnovations,SMB,Logistics,Japan,44
1190,KraftServices,SMB,Healthcare,UK,39
1191,TigerGroup,SMB,Technology,USA,64
1192,LacerInnovations,SMB,Logistics,UK,69
1193,UpstoxSystems,SMB,Real Estate,UK,45
1194,GenpaxLabs,SMB,Logistics,USA,30
1195,GlobalCorp,Mid-Market,Healthcare,Japan,267
1196,ProServices,Mid-Market,Retail,USA,418
1197,UpstoxCorp,SMB,Real Estate,Singapore,25
1198,OnyxDynamics,SMB,Healthcare,UK,76
1199,AnatolyDynamics,SMB,Healthcare,USA,27
1200,OnyxGroup,SMB,Education,USA,14
1201,LogixTechnologies,Mid-Market,Media,Canada,478
1202,ProGroup,Mid-Market,Financial Services/Fintech,Germany,154
1203,KraftServices,Enterprise,Media,Singapore,2819
1204,RevoxSolutions,SMB,Technology,Germany,52
1205,LacerServices,SMB,Healthcare,Canada,48
1206,TexSolutions,SMB,Technology,USA,16
1207,SmartSystems,SMB,Manufacturing,Singapore,72
1208,GintarInnovations,SMB,Professional Services,Singapore,96
1209,QestarDynamics,SMB,Technology,UK,100
1210,JenixDynamics,SMB,Financial Services/Fintech,USA,56
1211,MinexInc,SMB,Technology,France,94
1212,AnatolyGroup,SMB,Education,France,25
1213,PractoCorp,SMB,Real Estate,Canada,48
1214,TexSystems,Enterprise,Manufacturing,UK,2588
1215,DatadexTechnologies,SMB,Education,India,71
1216,TexServices,SMB,Healthcare,USA,80
1217,GlobalCorp,SMB,Education,UK,42
1218,LacerLabs,Enterprise,Retail,USA,1388
1219,ProTechnologies,SMB,Healthcare,USA,85
1220,NagelSolutions,Enterprise,Professional Services,Japan,2825
1221,HelixServices,SMB,Education,Australia,16
1222,HelixSolutions,Mid-Market,Real Estate,India,344
1223,SwellerInnovations,SMB,Professional Services,Canada,71
1224,UpstoxServices,SMB,Technology,India,57
1225,NagelServices,SMB,Education,Canada,24
1226,GenpaxInc,SMB,Manufacturing,USA,20
1227,RevoxInnovations,Mid-Market,Media,Singapore,167
1228,JenixTechnologies,SMB,Technology,USA,10
1229,TechSolutions,SMB,Logistics,Canada,93
1230,KraftCorp,Enterprise,Retail,Canada,2171
1231,KraftSystems,SMB,Manufacturing,USA,71
1232,AnatolyGroup,Enterprise,Manufacturing,USA,2341
1233,FraxDynamics,SMB,Professional Services,France,73
1234,DigitalInc,Enterprise,Media,UK,860
1235,CeltixSystems,SMB,Real Estate,UK,45
1236,GintarLabs,SMB,Professional Services,Australia,28
1237,KraftLabs,SMB,Media,UK,60
1238,MinexSolutions,SMB,Education,France,92
1239,SmartGroup,SMB,Retail,Singapore,74
1240,GintarSystems,SMB,Technology,USA,56
1241,GintarSolutions,Enterprise,Manufacturing,Australia,4512
1242,OnyxGroup,Enterprise,Real Estate,UK,4265
1243,AnatolyCorp,Enterprise,Professional Services,Australia,796
1244,MinexSolutions,Enterprise,Retail,Canada,2030
1245,UpstoxSolutions,Mid-Market,Technology,UK,375
1246,ProServices,Enterprise,Retail,USA,2812
1247,TechLabs,Enterprise,Manufacturing,Australia,2311
1248,CloudSolutions,SMB,Education,USA,15
1249,DigitalDynamics,Mid-Market,Real Estate,USA,120
1250,GintarTechnologies,Enterprise,Media,Brazil,1946
1251,OnyxInnovations,Mid-Market,Logistics,UK,469
1252,NagelGroup,SMB,Real Estate,Australia,92
1253,SwellerServices,SMB,Media,USA,49
1254,UpstoxServices,Mid-Market,Professional Services,India,287
1255,LacerSolutions,Enterprise,Education,USA,872
1256,FraxLabs,SMB,Media,UK,18
1257,GlobalSystems,SMB,Education,Australia,61
1258,CeltixInnovations,SMB,Retail,India,45
1259,BartServices,SMB,Real Estate,India,63
1260,CloudTechnologies,SMB,Real Estate,USA,65
1261,CeltixTechnologies,SMB,Manufacturing,India,88
1262,NagelCorp,Enterprise,Real Estate,Germany,4171
1263,QestarInnovations,Mid-Market,Retail,Brazil,203
1264,MinexTechnologies,SMB,Manufacturing,Japan,77
1265,KraftCorp,Enterprise,Education,Canada,3078
1266,ProSolutions,SMB,Healthcare,France,35
1267,PrimeSolutions,SMB,Media,Australia,24
1268,HelixLabs,SMB,Technology,Australia,28
1269,TechServices,Mid-Market,Education,USA,165
1270,CeltixServices,Mid-Market,Retail,USA,461
1271,NextInnovations,Enterprise,Education,USA,4009
1272,LogixCorp,SMB,Technology,Japan,29
1273,DatadexSolutions,SMB,Retail,USA,88
1274,LogixLabs,SMB,Real Estate,USA,21
1275,NagelSystems,Mid-Market,Education,UK,434
1276,GlobalGroup,Mid-Market,Media,Australia,161
1277,EulogTechnologies,SMB,Professional Services,Japan,71
1278,BartInnovations,SMB,Real Estate,Germany,61
1279,PractoCorp,Enterprise,Real Estate,USA,1654
1280,QestarSolutions,Enterprise,Healthcare,Japan,1531
1281,IannisInc,SMB,Professional Services,USA,30
1282,IannisServices,Mid-Market,Financial Services/Fintech,Brazil,466
1283,LacerInnovations,SMB,Professional Services,USA,49
1284,GenpaxLabs,SMB,Healthcare,France,89
1285,LogixInnovations,SMB,Logistics,USA,63
1286,SmartCorp,SMB,Technology,Japan,79
1287,QestarTechnologies,SMB,Healthcare,USA,30
1288,AnatolyGroup,SMB,Logistics,USA,90
1289,UpstoxDynamics,SMB,Manufacturing,Singapore,64
1290,MinexDynamics,SMB,Real Estate,USA,98
1291,TechInc,SMB,Financial Services/Fintech,France,61
1292,RevoxSystems,SMB,Healthcare,France,68
1293,RevoxInc,Mid-Market,Media,Australia,275
1294,OnyxLabs,SMB,Financial Services/Fintech,UK,19
1295,EulogDynamics,SMB,Manufacturing,Singapore,16
1296,QestarInnovations,Enterprise,Retail,Singapore,3542
1297,LogixGroup,SMB,Media,UK,74
1298,TigerGroup,SMB,Retail,USA,33
1299,UpstoxInnovations,SMB,Media,USA,40
1300,KraftSystems,Enterprise,Financial Services/Fintech,USA,2800
1301,LacerCorp,Mid-Market,Media,Canada,131
1302,CoinbaseDynamics,SMB,Financial Services/Fintech,India,59
1303,CloudInc,Mid-Market,Technology,France,164
1304,DatadexDynamics,SMB,Retail,France,88
1305,TigerGroup,Enterprise,Education,UK,2472
1306,EulogInnovations,SMB,Manufacturing,UK,44
1307,TechSolutions,Mid-Market,Media,France,390
1308,ProSolutions,SMB,Financial Services/Fintech,France,15
1309,CloudSystems,SMB,Manufacturing,Germany,13
1310,AnatolyGroup,Enterprise,Logistics,USA,1986
1311,SwellerServices,Enterprise,Professional Services,Australia,1371
1312,DigitalCorp,SMB,Media,UK,91
1313,PractoServices,SMB,Healthcare,USA,80
1314,PrimeTechnologies,SMB,Real Estate,Germany,80
1315,TechTechnologies,SMB,Education,USA,83
1316,CeltixLabs,SMB,Technology,Singapore,29
1317,NextSolutions,SMB,Financial Services/Fintech,USA,83
1318,TigerGroup,SMB,Financial Services/Fintech,Australia,85
1319,RevoxDynamics,SMB,Professional Services,India,28
1320,CloudGroup,SMB,Professional Services,UK,47
1321,GlobalInc,SMB,Education,India,77
1322,HelixSolutions,SMB,Media,Germany,85
1323,QestarSolutions,Mid-Market,Retail,Japan,403
1324,ProCorp,SMB,Professional Services,UK,78
1325,DigitalLabs,SMB,Logistics,USA,20
1326,EulogServices,SMB,Professional Services,UK,89
1327,AdvancedTechnologies,SMB,Healthcare,France,75
1328,JenixInnovations,Mid-Market,Logistics,Canada,198
1329,RevoxLabs,SMB,Retail,USA,84
1330,KraftInnovations,SMB,Healthcare,USA,26
1331,NextLabs,Enterprise,Healthcare,UK,2104
1332,ProInnovations,Enterprise,Education,Germany,4054
1333,FraxCorp,SMB,Professional Services,USA,84
1334,FraxInc,SMB,Manufacturing,UK,21
1335,UpstoxTechnologies,SMB,Logistics,USA,86
1336,BartSystems,SMB,Technology,Germany,65
1337,HelixGroup,SMB,Manufacturing,Singapore,45
1338,NextInc,SMB,Real Estate,Australia,30
1339,BartGroup,SMB,Technology,USA,25
1340,SwellerDynamics,Enterprise,Media,USA,3627
1341,UpstoxGroup,SMB,Retail,UK,41
1342,HelixGroup,SMB,Education,Australia,83
1343,ProGroup,Mid-Market,Manufacturing,Canada,139
1344,LacerGroup,SMB,Professional Services,Singapore,65
1345,DigitalSystems,SMB,Retail,Japan,55
1346,CoinbaseDynamics,SMB,Healthcare,USA,72
1347,GintarDynamics,SMB,Logistics,USA,55
1348,TexTechnologies,SMB,Real Estate,UK,28
1349,LogixGroup,SMB,Education,UK,60
1350,DigitalTechnologies,SMB,Healthcare,Australia,19
1351,GintarDynamics,SMB,Retail,France,34
1352,JenixSolutions,Enterprise,Logistics,USA,827
1353,AnatolyServices,SMB,Real Estate,India,32
1354,CeltixTechnologies,SMB,Healthcare,Australia,57
1355,FraxLabs,Enterprise,Real Estate,Brazil,944
1356,IannisTechnologies,SMB,Retail,Germany,64
1357,SwellerInc,SMB,Professional Services,Germany,36
1358,GlobalTechnologies,SMB,Financial Services/Fintech,USA,73
1359,DigitalServices,Mid-Market,Media,France,250
1360,AnatolyServices,SMB,Media,USA,72
1361,IannisServices,Mid-Market,Healthcare,Germany,451
1362,JenixInc,Enterprise,Healthcare,USA,3082
1363,CloudGroup,SMB,Media,USA,100
1364,SmartInc,SMB,Manufacturing,USA,55
1365,CeltixCorp,SMB,Professional Services,USA,13
1366,RevoxSolutions,SMB,Media,UK,22
1367,AnatolyServices,SMB,Media,Brazil,99
1368,GlobalLabs,SMB,Logistics,UK,28
1369,SwellerSystems,Mid-Market,Healthcare,France,213
1370,CloudSystems,SMB,Real Estate,USA,13
1371,LogixSystems,Enterprise,Logistics,Canada,3340
1372,OnyxInnovations,Mid-Market,Healthcare,USA,276
1373,SwellerDynamics,SMB,Media,USA,66
1374,UpstoxGroup,Mid-Market,Education,USA,226
1375,AdvancedTechnologies,SMB,Financial Services/Fintech,UK,75
1376,UpstoxDynamics,Mid-Market,Healthcare,USA,335
1377,LacerCorp,SMB,Financial Services/Fintech,Singapore,89
1378,GintarLabs,SMB,Technology,UK,32
1379,MinexInnovations,Mid-Market,Professional Services,India,417
1380,PrimeInc,SMB,Media,Brazil,11
1381,OnyxSystems,Mid-Market,Real Estate,Germany,428
1382,HelixServices,SMB,Manufacturing,Singapore,83
1383,ProTechnologies,SMB,Real Estate,USA,60
1384,RevoxServices,SMB,Logistics,India,12
1385,NextInc,Enterprise,Financial Services/Fintech,USA,3709
1386,GlobalInc,SMB,Logistics,Canada,49
1387,ProServices,Mid-Market,Education,Australia,484
1388,RadexSystems,Mid-Market,Technology,Singapore,363
1389,UpstoxDynamics,Enterprise,Real Estate,Singapore,2680
1390,CloudCorp,Mid-Market,Real Estate,USA,240
1391,EliteInc,SMB,Education,UK,98
1392,PractoLabs,Enterprise,Media,France,4049
1393,AdvancedCorp,Mid-Market,Healthcare,Germany,196
1394,SmartServices,Mid-Market,Financial Services/Fintech,USA,253
1395,PrimeSolutions,SMB,Financial Services/Fintech,UK,27
1396,EliteLabs,SMB,Professional Services,India,13
1397,LogixServices,SMB,Professional Services,France,34
1398,PractoDynamics,SMB,Professional Services,UK,69
1399,AdvancedServices,SMB,Financial Services/Fintech,France,10
1400,GintarDynamics,SMB,Healthcare,Australia,48
1401,KraftLabs,SMB,Media,Singapore,65
1402,JenixInc,SMB,Technology,Australia,48
1403,HelixSystems,SMB,Technology,UK,91
1404,PractoCorp,SMB,Education,India,18
1405,TigerTechnologies,Mid-Market,Retail,USA,450
1406,PractoInnovations,SMB,Manufacturing,Singapore,35
1407,AnatolySolutions,SMB,Healthcare,Germany,21
1408,NagelLabs,SMB,Retail,Japan,48
1409,MinexTechnologies,SMB,Logistics,USA,60
1410,FraxSystems,Mid-Market,Professional Services,Germany,245
1411,MinexTechnologies,Mid-Market,Logistics,India,416
1412,TexCorp,SMB,Technology,Germany,52
1413,AnatolyCorp,SMB,Manufacturing,USA,18
1414,NagelDynamics,Enterprise,Retail,USA,4551
1415,QestarSolutions,SMB,Real Estate,Australia,67
1416,QestarSystems,SMB,Media,UK,97
1417,SmartSolutions,SMB,Manufacturing,France,33
1418,FraxCorp,SMB,Financial Services/Fintech,UK,71
1419,MinexLabs,SMB,Manufacturing,India,40
1420,TigerCorp,SMB,Education,UK,58
1421,AnatolyInc,SMB,Financial Services/Fintech,USA,86
1422,NagelCorp,SMB,Retail,USA,48
1423,TexSystems,SMB,Logistics,Australia,93
1424,UpstoxCorp,SMB,Media,Canada,37
1425,JenixInc,SMB,Education,Canada,85
1426,TechServices,SMB,Manufacturing,France,69
1427,DatadexSolutions,SMB,Technology,UK,41
1428,LogixLabs,Mid-Market,Financial Services/Fintech,Brazil,361
1429,AnatolySystems,SMB,Retail,Japan,11
1430,IannisSolutions,SMB,Retail,USA,98
1431,NextInnovations,SMB,Real Estate,Singapore,56
1432,LacerCorp,SMB,Logistics,Germany,73
1433,GlobalInc,SMB,Professional Services,Canada,35
1434,OnyxServices,SMB,Education,Australia,44
1435,HelixTechnologies,Mid-Market,Technology,India,151
1436,PractoLabs,Enterprise,Logistics,Japan,3162
1437,NextSolutions,SMB,Retail,Australia,64
1438,UpstoxGroup,SMB,Professional Services,USA,52
1439,JenixLabs,Enterprise,Manufacturing,Australia,2466
1440,FraxInnovations,SMB,Retail,USA,58
1441,RadexInnovations,Enterprise,Education,Australia,2250
1442,TechInc,SMB,Media,India,12
1443,LogixInc,SMB,Media,UK,91
1444,UpstoxLabs,SMB,Retail,USA,63
1445,EulogInnovations,Enterprise,Education,Germany,2795
1446,MinexSolutions,Enterprise,Financial Services/Fintech,UK,3636
1447,TechServices,SMB,Professional Services,USA,29
1448,CoinbaseSystems,Mid-Market,Healthcare,Germany,384
1449,LogixCorp,SMB,Retail,Japan,43
1450,TigerSystems,Mid-Market,Logistics,France,441
1451,JenixSolutions,Mid-Market,Manufacturing,Canada,267
1452,PractoSystems,SMB,Real Estate,Australia,20
1453,BartTechnologies,SMB,Logistics,USA,88
1454,TigerInnovations,Enterprise,Media,India,2248
1455,EulogInc,Enterprise,Real Estate,Australia,1662
1456,JenixGroup,SMB,Financial Services/Fintech,Japan,87
1457,IannisCorp,SMB,Financial Services/Fintech,Brazil,65
1458,FraxSystems,Enterprise,Professional Services,UK,3085
1459,LogixGroup,SMB,Professional Services,Brazil,38
1460,SwellerTechnologies,SMB,Technology,Japan,51
1461,LacerLabs,SMB,Financial Services/Fintech,Australia,77
1462,PrimeSolutions,Enterprise,Media,UK,4796
1463,KraftTechnologies,SMB,Professional Services,France,30
1464,UpstoxInnovations,SMB,Retail,USA,64
1465,PrimeServices,SMB,Media,Australia,64
1466,GintarSystems,Enterprise,Retail,USA,4715
1467,HelixLabs,Mid-Market,Logistics,Australia,397
1468,BartInc,Mid-Market,Technology,Japan,238
1469,GintarInc,SMB,Manufacturing,USA,89
1470,GintarDynamics,Enterprise,Manufacturing,France,687
1471,BartInnovations,Mid-Market,Education,USA,454
1472,BartCorp,Mid-Market,Manufacturing,Germany,422
1473,GlobalDynamics,Enterprise,Professional Services,Germany,2209
1474,LacerGroup,SMB,Media,USA,71
1475,AdvancedLabs,SMB,Manufacturing,Australia,32
1476,NextCorp,Enterprise,Real Estate,India,4189
1477,LacerSystems,Mid-Market,Technology,UK,177
1478,TigerSolutions,SMB,Manufacturing,Germany,78
1479,AnatolyGroup,SMB,Manufacturing,Germany,29
1480,EliteServices,Mid-Market,Professional Services,USA,376
1481,AdvancedSolutions,SMB,Financial Services/Fintech,Singapore,80
1482,GlobalTechnologies,SMB,Healthcare,Australia,19
1483,PractoInc,Enterprise,Retail,UK,3843
1484,BartLabs,SMB,Professional Services,USA,64
1485,NagelServices,SMB,Manufacturing,Canada,69
1486,TigerServices,Mid-Market,Professional Services,France,174
1487,KraftGroup,SMB,Logistics,Australia,94
1488,DatadexSolutions,SMB,Professional Services,Germany,78
1489,CloudSolutions,SMB,Retail,France,55
1490,IannisServices,SMB,Professional Services,UK,10
1491,EliteGroup,SMB,Education,Canada,11
1492,AdvancedTechnologies,SMB,Logistics,Brazil,35
1493,EulogTechnologies,SMB,Healthcare,Japan,75
1494,ProLabs,SMB,Financial Services/Fintech,UK,68
1495,LacerDynamics,SMB,Media,Germany,27
1496,GenpaxGroup,Enterprise,Financial Services/Fintech,USA,2861
1497,GlobalInc,SMB,Manufacturing,USA,30
1498,TigerServices,Mid-Market,Retail,France,333
1499,PractoCorp,SMB,Education,UK,95
1500,JenixLabs,Mid-Market,Education,USA,437
1501,GlobalSolutions,SMB,Professional Services,France,91
1502,TexCorp,SMB,Media,Singapore,18
1503,EulogInc,SMB,Healthcare,Japan,32
1504,TechCorp,SMB,Media,Australia,46
1505,RadexTechnologies,SMB,Technology,Canada,100
1506,NagelDynamics,SMB,Education,USA,48
1507,OnyxServices,Enterprise,Education,France,4114
1508,GenpaxSolutions,SMB,Manufacturing,Japan,90
1509,NextSystems,SMB,Real Estate,Singapore,69
1510,GenpaxSystems,SMB,Financial Services/Fintech,France,85
1511,LogixCorp,Enterprise,Technology,USA,3400
1512,UpstoxLabs,SMB,Professional Services,UK,46
1513,SwellerTechnologies,SMB,Logistics,UK,17
1514,AdvancedLabs,SMB,Manufacturing,Singapore,76
1515,AdvancedInc,SMB,Logistics,USA,78
1516,RadexSolutions,Mid-Market,Logistics,Canada,247
1517,IannisServices,Enterprise,Healthcare,USA,1189
1518,IannisDynamics,SMB,Education,Germany,56
1519,DigitalSolutions,SMB,Media,France,66
1520,PrimeDynamics,SMB,Healthcare,Australia,32
1521,OnyxServices,SMB,Real Estate,France,96
1522,TexInnovations,Mid-Market,Media,Australia,301
1523,BartTechnologies,SMB,Logistics,USA,70
1524,LacerSolutions,SMB,Logistics,UK,12
1525,TechLabs,Mid-Market,Education,Japan,468
1526,FraxCorp,SMB,Professional Services,USA,38
1527,HelixCorp,Enterprise,Media,USA,3841
1528,LogixServices,Mid-Market,Retail,UK,268
1529,GlobalSystems,Mid-Market,Financial Services/Fintech,UK,479
1530,EulogInnovations,SMB,Professional Services,Canada,93
1531,BartServices,Enterprise,Media,Australia,3298
1532,GintarLabs,Mid-Market,Financial Services/Fintech,Brazil,190
1533,FraxDynamics,SMB,Manufacturing,France,97
1534,SwellerGroup,SMB,Education,USA,18
1535,EliteTechnologies,SMB,Financial Services/Fintech,Germany,36
1536,CeltixCorp,Enterprise,Media,India,2767
1537,CloudDynamics,Enterprise,Real Estate,Singapore,3679
1538,NagelSystems,Enterprise,Real Estate,UK,1923
1539,GlobalTechnologies,Mid-Market,Education,UK,445
1540,FraxServices,SMB,Healthcare,India,45
1541,TigerTechnologies,SMB,Healthcare,France,90
1542,RevoxSolutions,SMB,Real Estate,Canada,75
1543,SwellerGroup,SMB,Healthcare,USA,67
1544,AnatolyTechnologies,SMB,Media,Germany,11
1545,GintarSolutions,Enterprise,Real Estate,USA,2264
1546,UpstoxSolutions,Enterprise,Financial Services/Fintech,USA,2573
1547,UpstoxSolutions,SMB,Education,UK,37
1548,EliteCorp,Mid-Market,Manufacturing,UK,402
1549,DatadexCorp,SMB,Financial Services/Fintech,Canada,61
